1,Can add log entry,1,add_logentry
2,Can change log entry,1,change_logentry
3,Can delete log entry,1,delete_logentry
4,Can view log entry,1,view_logentry
5,Can add permission,2,add_permission
6,Can change permission,2,change_permission
7,Can delete permission,2,delete_permission
8,Can view permission,2,view_permission
9,Can add group,3,add_group
10,Can change group,3,change_group
11,Can delete group,3,delete_group
12,Can view group,3,view_group
13,Can add user,4,add_user
14,Can change user,4,change_user
15,Can delete user,4,delete_user
16,Can view user,4,view_user
17,Can add content type,5,add_contenttype
18,Can change content type,5,change_contenttype
19,Can delete content type,5,delete_contenttype
20,Can view content type,5,view_contenttype
21,Can add session,6,add_session
22,Can change session,6,change_session
23,Can delete session,6,delete_session
24,Can view session,6,view_session
25,Can add activeinactive info,7,add_activeinactiveinfo
26,Can change activeinactive info,7,change_activeinactiveinfo
27,Can delete activeinactive info,7,delete_activeinactiveinfo
28,Can view activeinactive info,7,view_activeinactiveinfo
29,Can add asset info,8,add_assetinfo
30,Can change asset info,8,change_assetinfo
31,Can delete asset info,8,delete_assetinfo
32,Can view asset info,8,view_assetinfo
33,Can add axletype info,9,add_axletypeinfo
34,Can change axletype info,9,change_axletypeinfo
35,Can delete axletype info,9,delete_axletypeinfo
36,Can view axletype info,9,view_axletypeinfo
37,Can add bay info,10,add_bayinfo
38,Can change bay info,10,change_bayinfo
39,Can delete bay info,10,delete_bayinfo
40,Can view bay info,10,view_bayinfo
41,Can add body info,11,add_bodyinfo
42,Can change body info,11,change_bodyinfo
43,Can delete body info,11,delete_bodyinfo
44,Can view body info,11,view_bodyinfo
45,Can add check_in_out,12,add_check_in_out
46,Can change check_in_out,12,change_check_in_out
47,Can delete check_in_out,12,delete_check_in_out
48,Can view check_in_out,12,view_check_in_out
49,Can add city,13,add_city
50,Can change city,13,change_city
51,Can delete city,13,delete_city
52,Can view city,13,view_city
53,Can add country,14,add_country
54,Can change country,14,change_country
55,Can delete country,14,delete_country
56,Can view country,14,view_country
57,Can add crcountfrom info,15,add_crcountfrominfo
58,Can change crcountfrom info,15,change_crcountfrominfo
59,Can delete crcountfrom info,15,delete_crcountfrominfo
60,Can view crcountfrom info,15,view_crcountfrominfo
61,Can add currency_type,16,add_currency_type
62,Can change currency_type,16,change_currency_type
63,Can delete currency_type,16,delete_currency_type
64,Can view currency_type,16,view_currency_type
65,Can add customerdepartment info,17,add_customerdepartmentinfo
66,Can change customerdepartment info,17,change_customerdepartmentinfo
67,Can delete customerdepartment info,17,delete_customerdepartmentinfo
68,Can view customerdepartment info,17,view_customerdepartmentinfo
69,Can add customer info,18,add_customerinfo
70,Can change customer info,18,change_customerinfo
71,Can delete customer info,18,delete_customerinfo
72,Can view customer info,18,view_customerinfo
73,Can add customername info_new,19,add_customernameinfo_new
74,Can change customername info_new,19,change_customernameinfo_new
75,Can delete customername info_new,19,delete_customernameinfo_new
76,Can view customername info_new,19,view_customernameinfo_new
77,Can add customertype info,20,add_customertypeinfo
78,Can change customertype info,20,change_customertypeinfo
79,Can delete customertype info,20,delete_customertypeinfo
80,Can view customertype info,20,view_customertypeinfo
81,Can add damage info,21,add_damageinfo
82,Can change damage info,21,change_damageinfo
